,title,finishYn,Score,artist,latest_upload,page url,intro,genres,form,id,img_url
66,비바 산티아고,Y,"
9.83
",김용진,2012.09.03,http://comic.naver.com/webtoon/list?titleId=423376,스페인을 동에서 서로 가로지르며 천년의 신화를 간직한 ‘산티아고 길’ 별들의 들판을 향한 800km의 여행이 지금 시작된다.,daily,scroll,423376,https://shared-comic.pstatic.net/thumb/webtoon/423376/thumbnail/title_thumbnail_20120106161923_t83x90.jpg
67,견원지간 로맨스,Y,"
9.64
",최현옥 / 고방,2020.05.28,http://comic.naver.com/webtoon/list?titleId=746744,"동물적인, 색다른 사랑법!",daily,scroll,746744,https://shared-comic.pstatic.net/thumb/webtoon/746744/thumbnail/thumbnail_IMAG10_f8117a14-0d78-493f-8899-f4e824587d58.jpg
68,동경소녀,Y,"
9.65
",로보타 / 김가륜,2010.12.21,http://comic.naver.com/webtoon/list?titleId=188199,사춘기 소녀 '연두'를 중심으로 남동생'호두'그리고 아빠와 엄마. 상상과 몽상으로 가득한 일상 가족 시트콤,daily,scroll,188199,https://shared-comic.pstatic.net/thumb/webtoon/188199/thumbnail/title_thumbnail_20100720103515_t83x90.jpg
69,102030,Y,"
8.97
",H / JMS,2020.07.13,http://comic.naver.com/webtoon/list?titleId=748416,"부딪히고 깨져도, 꿈꾸고 사랑하는 우리들의 초상! 공감 200% 일상공감시트콤이 온다!",daily,scroll,748416,https://shared-comic.pstatic.net/thumb/webtoon/748416/thumbnail/thumbnail_IMAG10_e4bdd1aa-812c-4a87-8745-706dd744f2bf.jpg
70,우리 안의 주,Y,"
9.12
",폭스바니,2020.07.13,http://comic.naver.com/webtoon/list?titleId=748419,신입생 엠티에서 환영주를 마시고 강렬한 주사를 부린 탓에 ‘부침개’라는 별명 얻은 주인공 박열.술에 강해져 오명을 극복하고자 ‘술 동아리’에 들어간 박열은 어마어마한 괴짜 술꾼들과 마주하게 되는데….,daily,scroll,748419,https://shared-comic.pstatic.net/thumb/webtoon/748419/thumbnail/thumbnail_IMAG10_702f9cc7-cbc9-4f6f-aff2-383bb13b14a9.jpg
71,모죠의 일지,N,"
9.97
",모죠,2021.09.21,http://comic.naver.com/webtoon/list?titleId=728015,소신있는 취향과 내성적인 성향.훌륭한 집순이 모죠의 은밀한 비밀들,comic,컷툰,728015,https://shared-comic.pstatic.net/thumb/webtoon/728015/thumbnail/thumbnail_IMAG10_f31cda1b-72fa-409e-b1ab-9c4a4e212696.jpg
72,최면학교,N,"
9.67
",박은혁,2021.09.17,http://comic.naver.com/webtoon/list?titleId=776656,"'지금부터 당신은 최면에 빠집니다...'최면능력을 가진 주인공 김찬규는 여자에게 인기를 얻고 싶어 열심히 최면을 이용해보지만 매번 뜻대로 되지 않는다. 거듭되는 실패 속에 만난 비범한 능력의 소녀와 김찬규, 특별하지만 안타까운 그들의 이야기. 이것은 개그만화가 아닙니다!",comic,scroll,776656,https://shared-comic.pstatic.net/thumb/webtoon/776656/thumbnail/thumbnail_IMAG10_75be3960-a4c0-4cfe-98fb-aef491cad4f8.jpg
73,나쁜사람,N,"
9.83
",둠스,2021.09.21,http://comic.naver.com/webtoon/list?titleId=750184,착한 남자가 좋다는 그녀의 이상형이 되기 위해 10년 동안 노력했다. 그런데! 갑자기 나쁜 남자가 좋다는 그녀...오늘부터 난... 나쁜 남자로 다시 태어난다.,comic,scroll,750184,https://shared-comic.pstatic.net/thumb/webtoon/750184/thumbnail/thumbnail_IMAG10_113cf716-dc7d-4f97-b6a9-a904b55c0ff4.jpg
74,경자 전성시대,N,"
9.92
",김호드,2021.09.18,http://comic.naver.com/webtoon/list?titleId=769658,"김호드 작가 신작. 남들보다 강한 그녀, 육경자가 돌아왔다!!연인과 헤어지고 취업도 번번이 실패하며 힘든 하루를 보내던 경자는 '더 쉴드'라는 대기업으로부터 스카우트 제안을 받게 된다.학벌도 빽(?)도 없는 경자는 의아해하지만 따뜻하고 안락한 실내 사무직을 꿈꾸며 면접을 보러 가는데...회사도 직원들도 면접자들도 모두 심상치 않다?!",comic,scroll,769658,https://shared-comic.pstatic.net/thumb/webtoon/769658/thumbnail/thumbnail_IMAG10_f7de8f44-8312-4382-a6ea-1bf399be0a28.jpg
75,블랙홀과 3만원,N,"
9.92
",김규삼 / 혜원,2021.09.21,http://comic.naver.com/webtoon/list?titleId=775690,"지구멸망 한달 전, 블랙홀에 빨려들어가 얄짤없이 망하게 생긴 인류. 노스트라 생명에서 인류를 구원할 보험을 출시했다!블랙홀로 인한 모든 피해를 단돈 3만원에 ㅇㅋ?!노스트라의 마지막 히트상품과 함께 나타난 이놈들, 과연 구세주인가 바보들인가.",comic,scroll,775690,https://shared-comic.pstatic.net/thumb/webtoon/775690/thumbnail/thumbnail_IMAG10_7160a8cc-675a-4177-8286-aa2e2e3405c2.jpg
76,사실 마법이었던 거임,N,"
9.88
",박성현,2021.09.18,http://comic.naver.com/webtoon/list?titleId=774865,박성현 작가의 예측불가 개그 신작!마술인 줄 알았는데 사실은 마법이었다!?마법사 는 인간계로 유배되어 '이도우'라는 이름으로 살아가고 있다. 고등학교를 무사히 졸업해야만 마법계로 돌아갈 수 있다는데..!도우는 평범한 학교생활을 하고 싶지만 주변에서 가만히 내버려 두질 않는다. 수많은 위기를 극복하고 다시 마법계로 돌아갈 수 있을까?,comic,scroll,774865,https://shared-comic.pstatic.net/thumb/webtoon/774865/thumbnail/thumbnail_IMAG10_11c817fc-2903-4859-af04-b4666e2101ff.jpg
77,오늘의 순정망화,N,"
9.98
",손하기,2021.09.22,http://comic.naver.com/webtoon/list?titleId=716857,그마고 초엘리트집단 삼국시대 앞에 나타난 전학생 가야!가야의 마음을 얻는 건 누구?,comic,scroll,716857,https://shared-comic.pstatic.net/thumb/webtoon/716857/thumbnail/thumbnail_IMAG10_fb5f2776-982c-4891-b844-e617a907d5c9.jpg
78,관종교장,N,"
9.92
",좌승훈,2021.09.21,http://comic.naver.com/webtoon/list?titleId=774088,전 재산을 가족 몰래 주식으로 날린 교장 정도만. 이제 은퇴까지 1년 밖에 남지 않았다. 가족에게 들키기 전에 잃은 돈을 메꾸려는 도만은 제자 홍삼과 함께 인터넷 방송을 시작하지만 예상과 달리 여러 사건에 휘말리게 되는데... 과연 노잼선생은 인기 BJ가 되어 빚을 청산할 수 있을까?!,comic,scroll,774088,https://shared-comic.pstatic.net/thumb/webtoon/774088/thumbnail/thumbnail_IMAG10_c058d5ab-0795-4ab7-bda5-9e00df0e4793.jpg
79,언덕 위의 제임스,N,"
9.92
",쿠당탕,2021.09.21,http://comic.naver.com/webtoon/list?titleId=671421,제임스들이 펼치는 코믹 막장 에피소드!지금 전세계의 제임스들이 몰려온다,comic,scroll,671421,https://shared-comic.pstatic.net/thumb/webtoon/671421/thumbnail/thumbnail_IMAG10_a98afd2e-d632-49f3-bdda-42827fff493f.jpg
80,가슴털 로망스,N,"
9.92
",갸오오,2021.09.16,http://comic.naver.com/webtoon/list?titleId=729963,최고의 상남자가 되기 위한 여행을 떠나는 장호풍과 친구들명언범벅 눈물범벅 의리범벅 개그만화!,comic,scroll,729963,https://shared-comic.pstatic.net/thumb/webtoon/729963/thumbnail/thumbnail_IMAG10_43c309d8-19f8-4ad6-8ad4-707208fbaeb0.jpg
81,만물의 영장,N,"
9.97
",보민,2021.09.22,http://comic.naver.com/webtoon/list?titleId=729964,"바다에 빠져 실종된 후, 무인도에서 7년 만에 살아 돌아온 우영장의 좌충우돌 문명 적응기!그의 몸은 단단한 근육질로 변했고 온갖 동물과의 의사소통은 물론, 특별한 능력까지 구사하며 사건사고가 끊이질 않는다.과연 영장은 밀림보다 무섭다는 도시에서 살아남을 수 있을까?",comic,scroll,729964,https://shared-comic.pstatic.net/thumb/webtoon/729964/thumbnail/thumbnail_IMAG10_8935ee89-7619-4466-abf6-b6c4d6e6f734.jpg
82,감자마을,N,"
9.92
",박지독,2021.09.16,http://comic.naver.com/webtoon/list?titleId=759418,감자 청년이 펼치는 격정막장 작물드라마!감자마을에 살고 있는 주인공 한감자는 꿈을 이루기 위해 감자마을을 떠난다.하지만 감자마을 밖은 고난과 역경 그 자체.마을을 떠나자마자 예상치 못한 살인 사건에 휘말리며 위험에 처하게 된다.과연 한감자는 무사히 살아남아 다시 감자마을로 돌아갈 수 있을 것인가?,comic,scroll,759418,https://shared-comic.pstatic.net/thumb/webtoon/759418/thumbnail/thumbnail_IMAG10_23004717-bb95-4c26-8986-052aa74646ac.jpg
83,영앤리치가 아니야!,N,"
9.94
",최삡뺩,2021.09.19,http://comic.naver.com/webtoon/list?titleId=734574,"최삡뺩 작가의 개그로맨스 신작! 모든 게 완벽한 퍼렁식품 CEO의 아들 서민준.어른들과 친구들에게는 인기 폭발이지만, 여자친구를 사귀어 본 적 없는 모태솔로다.민준은 같은 학교 여학생 새영에게 반하게 되는데, 새영의 이상형은 흙수저이지만 노력하는 사람이고, 자기보다 잘난 남자를 매우 싫어한다고?사랑을 얻기 위해 영앤리치를 숨겨야하는 민준이의 첫 연애 도전기!",comic,컷툰,734574,https://shared-comic.pstatic.net/thumb/webtoon/734574/thumbnail/thumbnail_IMAG10_3826e6bf-18f7-4f56-9b15-3cc5e1b0e6ff.jpg
84,후덜덜덜 남극전자,N,"
9.94
",김민혁,2021.09.16,http://comic.naver.com/webtoon/list?titleId=732036,"남극전자 출근 1일차, 신입사원 김정훈! 이직을 준비중입니다.",comic,scroll,732036,https://shared-comic.pstatic.net/thumb/webtoon/732036/thumbnail/thumbnail_IMAG10_8b515b33-a333-4be4-9d82-fd23d4337378.jpg
85,"주님, 악마가 되게 해주세요!",N,"
9.94
",불사 / 용가리,2021.09.16,http://comic.naver.com/webtoon/list?titleId=769567,"생활고의 마녀로 불리는 소녀, 백모란.사실 그녀의 정체는 벌을 받아 인간으로 태어난 전직 악마다.몇 번의 생을 되풀이해도 인간으로 태어나는 윤회의 굴레에서 벗어나고자 이번 생에는 전생들과는 다르게 착하고 인간다운 삶을 살고자 한다.하지만 본성은 악하고, 세상은 그녀를 착하게 내버려두지 않는다. 과연 모란은 이번 생에 다시 악마로 돌아갈 수 있을까?",comic,scroll,769567,https://shared-comic.pstatic.net/thumb/webtoon/769567/thumbnail/thumbnail_IMAG10_fe06aec8-eaa4-4a0f-897b-b11d70d2f5bd.jpg
86,조선홍보대행사 조대박,N,"
9.89
",김양수,2021.09.20,http://comic.naver.com/webtoon/list?titleId=737019,냉혈한 광고홍보의 귀재조선 시장에서도 성공할 수 있을까?,comic,scroll,737019,https://shared-comic.pstatic.net/thumb/webtoon/737019/thumbnail/thumbnail_IMAG10_73fd973c-7a03-4eb9-b554-66c8af1ff683.jpg
87,폭탄주먹 변대장,N,"
9.48
",엄재경 / 지야프,2021.09.22,http://comic.naver.com/webtoon/list?titleId=776790,"전 우주의 문제아들이 모이는 곳, 안드로메다 고등학교에 지구인 신입생이 도착한다. 주인공은 바로 변대장. 옮기는 학교마다 터지는 폭력 사건으로 지구상 모든 고등학교를 거쳐 더 이상 갈 곳이 없어진 변대장은, 결국 안드로 고등학교로 전학 오게 되는데... 초능력 외계인이 득실대는 야성의 정글, 안드로 고등학교에서 변대장은 살아남을 수 있을 것인가!? 목표는 졸업! 변대장의 모험이 시작된다!",comic,scroll,776790,https://shared-comic.pstatic.net/thumb/webtoon/776790/thumbnail/thumbnail_IMAG10_2a9a37f1-b033-4168-8673-5a15220e5aa2.jpg
88,이말년씨리즈,Y,"
8.95
",이말년,2012.12.25,http://comic.naver.com/webtoon/list?titleId=103759,독특한 이야기 전개 방식을 확립한 이말년 작가가 선보이는 엉뚱한 상상과 황당한 설정의 새로운 개그 웹툰,comic,scroll,103759,https://shared-comic.pstatic.net/thumb/webtoon/103759/thumbnail/title_thumbnail_20091130121313_t83x90.jpg
89,대학일기,Y,"
9.97
",자까,2019.03.20,http://comic.naver.com/webtoon/list?titleId=679519,로망이 꽃피는 캠퍼스는 없다.극사실주의에 기반한 너무나 현실적인 우리의 대학일기,comic,컷툰,679519,https://shared-comic.pstatic.net/thumb/webtoon/679519/thumbnail/title_thumbnail_20160601180804_t83x90.jpg
90,고등매직,N,"
9.77
",잭형,2021.09.20,http://comic.naver.com/webtoon/list?titleId=773085,"평범한 고등학생인 '마삼룡'의 집에 갑자기 삼촌이 찾아온다.삼룡의 가족과 함께 지내게 된 삼촌은 어느날 엄청난 비밀을 폭로하게 되는데,그것은 바로 삼룡의 가족이 마법사 집안이었다는 것!마법과 함께 펼쳐지는 삼룡과 삼촌의 코믹 에피소드!​",comic,scroll,773085,https://shared-comic.pstatic.net/thumb/webtoon/773085/thumbnail/thumbnail_IMAG10_254861fa-aebc-4968-8f5a-dd0c0e6a8698.jpg
91,피로만땅,N,"
9.93
",샤니,2021.09.20,http://comic.naver.com/webtoon/list?titleId=758672,"<203호 저승사자> 샤니 작가 신작. 취준생 유림은 밤 9시에 면접을 보러오라는 연락을 받고 찾아갔다가 우여곡절 끝에 합격한다.그녀가 맡은 일은 보디가드. 하지만 그녀가 지켜야 하는 건 언제 자신을 흡혈할지 모르는 위험한 뱀파이어?!뱀파이어 헌터들에게서 뱀파이어를 보호하면서 벌어지는, 누가 누구를 지키는지 모를 아찔한 개그 웹툰.과연 유림은 뱀파이어를 지켜낼 수 있을까!",comic,scroll,758672,https://shared-comic.pstatic.net/thumb/webtoon/758672/thumbnail/thumbnail_IMAG10_060c8fcd-be1e-46bf-807a-f393e6f1bef2.jpg
92,마음의소리,Y,"
9.86
",조석,2020.07.27,http://comic.naver.com/webtoon/list?titleId=20853,솔직 담백 최강의 개그 만화 날 가져요 엉엉,comic,scroll,20853,https://shared-comic.pstatic.net/thumb/webtoon/20853/thumbnail/thumbnail_IMAG10_545c2365-1d18-4cd3-afd9-27b161a4c664.jpg
93,조선왕조실톡,Y,"
9.89
",무적핑크,2018.11.17,http://comic.naver.com/webtoon/list?titleId=642598,"어느 날 메신저로 찾아온, 조선 시대 그분들의 시시콜콜한 이야기.무적핑크 작가 신작!",comic,scroll,642598,https://shared-comic.pstatic.net/thumb/webtoon/642598/thumbnail/title_thumbnail_20160117000448_t83x90.jpg
94,역전! 야매요리,Y,"
9.83
",정다정,2014.08.29,http://comic.naver.com/webtoon/list?titleId=409630,"그녀가 했으니 당신도 할 수 있다! 실패가 두렵지 않은 발칙한 요리 도전기, 포토툰으로 만나다.",comic,scroll,409630,https://shared-comic.pstatic.net/thumb/webtoon/409630/thumbnail/title_thumbnail_20111205161710_t83x90.jpg
95,놓지마 정신줄,Y,"
9.92
",신태훈 / 나승훈,2016.07.25,http://comic.naver.com/webtoon/list?titleId=81482,"정신, 정주리 남매와 독특한 주변 인물들의정신줄 놓게 만드는 다양한 에피소드들! 본격 유체이탈 예방 프로젝트 ‘놓지마 정신줄!’",comic,scroll,81482,https://shared-comic.pstatic.net/thumb/webtoon/81482/thumbnail/title_thumbnail_20131025191135_t83x90.jpg
96,와탕카,Y,"
9.63
",우주인,2006.12.28,http://comic.naver.com/webtoon/list?titleId=15938,"와탕카='만세','지화자' 좋은 패가 들어오면 외치는 단어 와탕카! 우주인 작가님의 불타는 유머 센스에 우리 모두 와탕카!!",comic,scroll,15938,https://shared-comic.pstatic.net/thumb/webtoon/15938/thumbnail/thumbnail_title_15938_83x90.gif
97,쌉니다 천리마마트,Y,"
9.98
",김규삼,2018.06.21,http://comic.naver.com/webtoon/list?titleId=697679,"""고객은 왕이 아니다, 직원이 왕이다!""병맛 드라마를 뛰어넘는 미친 상상력의 원작 웹툰",comic,scroll,697679,https://shared-comic.pstatic.net/thumb/webtoon/697679/thumbnail/thumbnail_IMAG10_8e80b682-2f76-4189-8889-f2b575f2bebf.jpg
98,무모협지,Y,"
9.95
",초신우,2020.11.25,http://comic.naver.com/webtoon/list?titleId=726842,강호를 평정했지만 그를 괴롭히는 한가지 고민그것은 바로 대.머.리.발모제를 향한 그의 모험이 시작된다!,comic,scroll,726842,https://shared-comic.pstatic.net/thumb/webtoon/726842/thumbnail/thumbnail_IMAG10_9a600596-d77d-4ee3-92bf-e0f06f5221cc.jpg
99,이말년씨리즈 2018,Y,"
8.80
",이말년,2018.08.29,http://comic.naver.com/webtoon/list?titleId=704595,"2018년에 풀어내는 이말년의 망상, 그리고 일상",comic,scroll,704595,https://shared-comic.pstatic.net/thumb/webtoon/704595/thumbnail/thumbnail_IMAG10_fc5132c6-092a-4188-9b78-e60ab13b4c68.jpg
100,입시명문사립 정글고등학교,Y,"
9.91
",김규삼,2011.01.31,http://comic.naver.com/webtoon/list?titleId=15640,입시명문 사립 정글고등학교 입학권!! 각 계층의 다양한 학생들과 모든 군더더기 교육을 쫙~ 뺌으로서교육의 몸짱이라 할 수 있는 정글고등학교에 오신 것을 환영합니다.,comic,scroll,15640,https://shared-comic.pstatic.net/thumb/webtoon/15640/thumbnail/thumbnail_title_15640_83x90.gif
101,선천적 얼간이들,Y,"
9.98
",가스파드,2018.02.25,http://comic.naver.com/webtoon/list?titleId=697680,뭘해도 안되는 얼간이 신인류가 떴다!낙천적 우유부단 가스파드와말초적 친구들의 좌충우돌 라이프,comic,scroll,697680,https://shared-comic.pstatic.net/thumb/webtoon/697680/thumbnail/thumbnail_IMAG10_56fba87e-5e25-44d6-9cd7-b4c05e757a40.jpg
102,놓지마 정신줄 시즌2,Y,"
9.95
",신태훈 / 나승훈,2019.06.14,http://comic.naver.com/webtoon/list?titleId=682637,"정신, 정주리 남매와 독특한 주변 인물들의정신줄 놓게 만드는 다양한 에피소드들!본격 유체이탈 예방 프로젝트 '놓지마 정신줄'을 이제 컷툰으로 만나보세요",comic,컷툰,682637,https://shared-comic.pstatic.net/thumb/webtoon/682637/thumbnail/title_thumbnail_20160729190602_t83x90.jpg
103,닭강정,Y,"
9.72
",박지독,2020.08.01,http://comic.naver.com/webtoon/list?titleId=734008,"좌충우돌 코믹 병맛 닭강정 스릴러!의문의 기계로 인해 사람이 닭강정으로 변했다.알 수 없는 단서들과 연루된 사람들의 사망, 실종까지, 엄청난 비밀이 숨겨져있음이 드러나는데...",comic,scroll,734008,https://shared-comic.pstatic.net/thumb/webtoon/734008/thumbnail/thumbnail_IMAG10_330416e5-e70d-4c1e-a545-23c42d41a90a.jpg
104,공감.jpg,Y,"
4.44
",임총,2017.10.27,http://comic.naver.com/webtoon/list?titleId=686911,"""이거 나만 그런거 아니지?""응, 너만 그런거 아니야. 반박불가 공감이 밀려온다.",comic,scroll,686911,https://shared-comic.pstatic.net/thumb/webtoon/686911/thumbnail/title_thumbnail_20161017191626_t83x90.jpg
105,수능일기,Y,"
9.98
",자까,2019.11.13,http://comic.naver.com/webtoon/list?titleId=734348,대학에 가면 모든게 행복할 줄 알았던...그 때의 처절했던 기억 속으로...,comic,컷툰,734348,https://shared-comic.pstatic.net/thumb/webtoon/734348/thumbnail/thumbnail_IMAG10_df9c9a5a-6d46-4a06-acfd-e6c322396cbc.jpg
106,이말년 서유기,Y,"
8.87
",이말년,2016.09.07,http://comic.naver.com/webtoon/list?titleId=602921,이말년이 라는 좋은 차에 무임승차한다!,comic,scroll,602921,https://shared-comic.pstatic.net/thumb/webtoon/602921/thumbnail/title_thumbnail_20131203205916_t83x90.jpg
107,오빠 왔다,Y,"
9.70
",모나,2016.01.31,http://comic.naver.com/webtoon/list?titleId=551650,드라마나 영화에 나오던 착한오빠는 없다. 리얼 남매이야기 진짜 오빠가 왔다!,comic,scroll,551650,https://shared-comic.pstatic.net/thumb/webtoon/551650/thumbnail/title_thumbnail_20130510184649_t83x90.jpg
108,연애의 정령,Y,"
9.95
",김호드,2019.08.17,http://comic.naver.com/webtoon/list?titleId=651617,"남중·남고·공대·군대의 길을 걷는 자, 문오중. 그에게 뜬금없이 연애의 정령이 파견되는데...",comic,scroll,651617,https://shared-comic.pstatic.net/thumb/webtoon/651617/thumbnail/thumbnail_IMAG10_6e112c5d-a48f-4eca-9e0f-b8f8fb048346.jpg
